"","ParameterLabel","Phenotype","Subset","Iteration","LearningRate","BoostRounds","Metric","Value"
"225","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,9,0.0025,100,"Sensitivity",0
"226","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,9,0.0025,100,"Specificity",1
"227","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,9,0.0025,100,"AUC",0.435135135135135
"228","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,10,0.0025,100,"Sensitivity",0
"229","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,10,0.0025,100,"Specificity",1
"230","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,10,0.0025,100,"AUC",0.441621621621622
"231","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",2,1,0.0025,100,"Sensitivity",0
"232","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",2,1,0.0025,100,"Specificity",1
"233","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",2,1,0.0025,100,"AUC",0.519459459459459
"234","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",2,2,0.0025,100,"Sensitivity",0
"235","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",2,2,0.0025,100,"Specificity",1
"236","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",2,2,0.0025,100,"AUC",0.520540540540541
"237","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",2,3,0.0025,100,"Sensitivity",0
"238","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",2,3,0.0025,100,"Specificity",1
"239","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",2,3,0.0025,100,"AUC",0.46972972972973
"240","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",2,4,0.0025,100,"Sensitivity",0
"241","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",2,4,0.0025,100,"Specificity",1
"242","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",2,4,0.0025,100,"AUC",0.53027027027027
